以前	0.6931471805599453
小学	1.6094379124341003
课本	3.7612001156935624
中	0.0
尚	1.6094379124341003
有	0.0
介绍	1.0986122886681098
扁鹊	5.147494476813453
、	0.0
华佗	4.859812404361672
李时珍	4.859812404361672
的	0.0
文章	1.0986122886681098
，	0.0
而今	3.8501476017100584
灰飞烟灭	4.454347296253507
取而代之	4.1588830833596715
了	0.0
。	0.0
不	0.0
知道	0.0
中医	2.0794415416798357
这	0.0
门	1.0986122886681098
学科	3.5263605246161616
究竟	2.0794415416798357
是	0.0
惹	2.0794415416798357
谁	0.0
灭	2.4849066497880004
以	0.0
为	0.0
快	0.0
更	0.0
肆意	3.7612001156935624
践踏	3.6635616461296463
脚	1.0986122886681098
踩	1.9459101490553132
在	0.0
曾	0.6931471805599453
自己	0.0
祖先	2.9444389791664403
庇佑	3.8501476017100584
头	0.0
上	0.0
得意洋洋	4.634728988229636
岂	3.1354942159291497
不知	0.6931471805599453
公羊入	5.552959584921617
母	2.5649493574615367
羊	1.791759469228055
洋洋得意	5.147494476813453
根本	1.0986122886681098
就	0.0
个	0.0
畜生	3.295836866004329
而	0.0
却	0.0
其	0.0
大中	4.290459441148391
至正	5.552959584921617
胸怀	2.995732273553991
疗	4.859812404361672
天下	1.0986122886681098
苍生	4.04305126783455
医	2.302585092994046
这些	0.0
王八	3.6635616461296463
羔子	5.552959584921617
一旦	1.6094379124341003
这个	0.0
代谢	2.995732273553991
机制	2.0794415416798357
发生	0.0
障碍	1.9459101490553132
则	0.6931471805599453
肾脏	3.5263605246161616
不能	0.0
截流	5.147494476813453
血	1.3862943611198906
过	0.0
高	0.0
之	0.0
糖质	5.552959584921617
即	0.6931471805599453
糖尿	5.552959584921617
早	0.0
一千八百年	5.552959584921617
前	0.0
《	0.0
外台	5.552959584921617
秘要	5.552959584921617
》	0.0
说	0.0
：	0.0
消渴者	5.552959584921617
原	1.0986122886681098
发动	2.4849066497880004
此	0.0
肾	2.3978952727983707
虚	2.1972245773362196
所	0.0
致	1.3862943611198906
每	0.0
发	0.0
小便	3.7612001156935624
至	0.6931471805599453
甜	2.0794415416798357
古今	3.4657359027997265
医理	4.634728988229636
几乎	1.3862943611198906
一致	1.6094379124341003
中国	0.0
一千多年	5.147494476813453
发现	0.0
且	0.6931471805599453
明确	1.6094379124341003
科学性	4.859812404361672
不言而喻	4.634728988229636
接	0.6931471805599453
上述	2.302585092994046
按	0.6931471805599453
现代	1.3862943611198906
医学	2.1972245773362196
理论	1.6094379124341003
食物	1.6094379124341003
入	0.6931471805599453
胃	2.0794415416798357
化为	3.5263605246161616
葡萄糖	4.634728988229636
后	0.0
吸收	2.3978952727983707
血液	2.0794415416798357
含	1.791759469228055
之量	5.552959584921617
有限	1.3862943611198906
量	1.3862943611198906
若	0.6931471805599453
超过	1.0986122886681098
溶	4.454347296253507
动物	1.3862943611198906
淀粉	4.454347296253507
储于	5.552959584921617
肝脏	2.9444389791664403
留	0.6931471805599453
脂肪	2.772588722239781
体内	2.4849066497880004
